proto,state,service,dur,sbytes,dbytes,spkts,dpkts,sload,dload,sttl,dttl,smean,dmean,sinpkt,label
tcp,FIN,ftp-data,1.639785,8928,320,14,6,40449.20313,1302.609741,31,29,638,53,126.137306,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.04,0
tcp,FIN,-,1.451586,1106,824,12,10,5588.370117,4089.320312,254,252,92,82,127.797366,0
tcp,FIN,http,1.005867,1580,10168,12,18,11524.38672,76383.85938,31,29,132,565,91.407456,0
tcp,FIN,ftp-data,0.222293,424,8824,8,12,13351.74707,291111.2813,31,29,53,735,31.712856,0
tcp,FIN,http,1.004846,1580,10168,12,18,11536.09668,76461.46875,31,29,132,565,91.31827,0
udp,CON,dns,0.001059,146,178,2,2,551463.625,672332.375,31,29,73,89,0.009,0
tcp,FIN,ftp,1.902681,782,682,16,12,3086.171631,2632.075439,254,252,49,57,122.700871,0
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
tcp,CON,-,0.5477,978,86,6,2,11904.32715,628.081055,62,252,163,43,109.54,0
udp,CON,dns,0.001089,146,178,2,2,536271.8125,653810.8125,31,29,73,89,0.009,0
tcp,FIN,-,0.248108,4056,2872,24,26,125332.5156,89057.99219,31,29,169,110,10.773957,0
udp,CON,dns,0.00099,130,162,2,2,525252.5625,654545.5,31,29,65,81,0.006,0
udp,INT,-,1.1e-05,1064,0,2,0,386909088.0,0.0,254,0,532,0,0.011,1
unas,INT,-,4e-06,200,0,2,0,200000000.0,0.0,254,0,100,0,0.004,1
tcp,FIN,-,0.024975,3614,50036,60,62,1138418.375,15769049.0,31,29,60,807,0.418,0
tcp,FIN,-,0.048875,4014,59460,68,70,647365.75,9593616.0,31,29,59,849,0.747062,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.767996,564,354,10,8,5291.694336,3229.18335,254,252,56,44,82.659444,1
tcp,FIN,http,0.003972,1052,824,8,10,1854984.875,1494461.25,31,29,132,82,0.519143,0
ospf,REQ,-,47.485291,19040,0,70,0,3161.905518,0.0,254,0,272,0,693.785,1
tcp,REQ,-,8e-06,90,0,2,0,45000000.0,0.0,254,0,45,0,0.008,0
tcp,FIN,-,0.062759,1470,1728,22,14,178970.3594,204592.1719,31,29,67,123,3.13795,0
udp,CON,-,0.001729,520,304,4,4,1804511.25,1054945.0,31,29,130,76,0.449667,0
udp,INT,dns,7e-06,114,0,2,0,65142856.0,0.0,254,0,57,0,0.007,1
udp,CON,dns,0.001191,146,178,2,2,490344.25,597816.9375,31,29,73,89,0.009,0
udp,CON,dns,0.001065,130,162,2,2,488262.9375,608450.75,31,29,65,81,0.003,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,ssh,0.025955,9608,12298,110,114,2934617.5,3757580.25,31,29,87,108,0.248748,0
tcp,FIN,smtp,0.020372,37230,3276,52,40,14339290.0,1254663.25,31,29,716,82,0.408796,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.028875,4014,59460,68,70,1095757.5,16238545.0,31,29,59,849,0.432864,0
tcp,FIN,http,0.197854,1072,268,10,6,39018.67188,9057.183594,254,252,107,45,20.716667,1
tcp,FIN,-,0.770052,2516,354,10,8,23530.87891,3220.561768,254,252,252,44,77.764444,0
udp,INT,-,1.1e-05,1064,0,2,0,386909088.0,0.0,254,0,532,0,0.011,0
tcp,FIN,-,0.668412,522,268,10,6,5625.272949,2680.980957,254,252,52,45,67.827111,1
tcp,FIN,ftp,0.831381,2618,682,12,12,23094.10352,6023.712402,254,252,218,57,75.493815,0
tcp,FIN,ftp,1.216502,798,682,14,12,4872.988281,4116.72168,254,252,57,57,93.524998,0
tcp,FIN,-,0.259738,578,268,10,6,16046.93945,6899.260254,254,252,58,45,28.859778,1
tcp,FIN,http,1.103861,1684,10168,14,18,11334.76074,69602.96875,31,29,120,565,84.886459,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.58896,534,268,10,6,6533.550781,3042.651611,254,252,53,45,62.922333,0
tcp,FIN,-,0.030297,3614,45696,60,62,938442.75,11871538.0,31,29,60,737,0.50761,0
udp,CON,dns,0.002301,146,178,2,2,253802.6875,309430.6875,31,29,73,89,0.01,0
tcp,FIN,-,0.057897,3182,39076,52,54,431248.5938,5299480.0,31,29,61,724,1.1512,0
tcp,FIN,-,8.211657,25368,1094788,452,858,24659.58008,1065327.5,31,29,56,1276,18.288075,0
tcp,FIN,-,1.050858,7810,14540,122,126,58968.95703,109815.0234,31,29,64,115,8.754342,0
tcp,FIN,http,0.179622,878,268,10,6,35229.53906,9976.506836,254,252,88,45,18.478222,1
udp,CON,-,0.247203,568,304,4,4,13786.24023,7378.550781,31,29,142,76,77.355664,0
tcp,FIN,http,4.789165,17538,1087890,328,746,29207.5957,1814816.625,31,29,53,1458,14.641245,0
udp,CON,dns,0.001006,146,178,2,2,580516.9375,707753.5,31,29,73,89,0.001,0
tcp,FIN,-,2.595493,564,354,10,8,1565.791138,955.502441,254,252,56,44,288.388111,1
tcp,FIN,-,0.049506,2302,34406,30,42,359713.9688,5427544.0,31,29,77,819,1.696241,0
tcp,FIN,-,0.005411,1958,2308,22,24,2763260.0,3270375.25,31,29,89,96,0.241048,0
udp,CON,-,0.004495,568,304,4,4,758175.75,405784.2188,31,29,142,76,1.227,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.68,0
tcp,FIN,http,0.025381,1032,824,8,10,284622.3438,233875.7344,31,29,129,82,3.576,0
tcp,FIN,-,0.302579,18340,514,20,10,460653.2813,12241.43164,254,252,917,51,14.955895,1
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,-,0.006394,2054,2478,22,24,2453550.25,2971536.0,31,29,93,103,0.285143,0
unas,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
tcp,FIN,-,0.018269,1540,1644,16,18,632327.9375,680059.125,31,29,96,91,1.1978,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,-,0.958321,774,642,14,12,6002.164551,4916.933105,254,252,55,54,70.437536,0
udp,CON,dns,0.001004,146,178,2,2,581673.3125,709163.375,31,29,73,89,0.009,0
tcp,FIN,-,0.703885,566,354,10,8,5796.401367,3523.302734,254,252,57,44,7804.1274,1
tcp,FIN,-,0.029876,4238,63516,72,74,1119293.125,16778150.0,31,29,59,858,0.416239,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,http,1.252632,1474,11614,10,16,8474.955078,69543.17188,62,252,147,726,139.164889,1
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
uti,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,-,0.045782,4030,57370,68,66,693897.1875,9873051.0,31,29,59,869,0.689,0
unas,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
tcp,FIN,http,0.433968,812,1176,10,8,13475.64746,18969.14063,62,252,81,147,48.218667,0
tcp,REQ,-,8.542292,180,0,4,0,126.429771,0.0,254,0,45,0,2847.43075,0
tcp,FIN,-,0.176072,3806,54902,64,68,170248.5313,2457858.25,31,29,59,807,2.789095,0
tcp,FIN,-,0.70579,8854,354,14,8,93194.85938,3513.793213,254,252,632,44,54.211767,0
tcp,FIN,http,26.421759,1052,824,8,10,278.861084,224.663315,31,29,132,82,3774.382,0
tcp,FIN,-,0.655859,534,268,10,6,5867.114746,2732.294678,254,252,53,45,72.738444,0
tcp,FIN,-,0.15338,5174,83812,90,92,266892.6875,4323953.5,31,29,57,911,1.758678,0
tcp,FIN,http,20.227507,1580,10168,12,18,573.080994,3798.39209,31,29,132,565,1838.832045,0
tcp,FIN,-,27.771465,4550,72810,78,80,1293.990112,20711.90625,31,29,58,910,365.409851,0
tcp,FIN,-,1.613444,994,268,10,6,4437.712402,1110.667603,254,252,99,45,176.936,0
sctp,CON,-,0.23472,536,440,4,2,13701.43066,7498.29541,254,60,134,220,78.24,1
udp,CON,-,0.123176,568,312,4,4,27667.72656,15197.76563,31,29,142,78,36.324,0
tcp,FIN,-,0.840007,12242,485110,212,388,116046.6484,4608152.0,31,29,58,1250,4.017584,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.696,0
tcp,FIN,http,8.044566,19410,1087890,364,746,19249.76367,1080413.25,31,29,53,1458,22.160345,0
udp,INT,dns,6e-06,114,0,2,0,76000000.0,0.0,254,0,57,0,0.006,1
tcp,FIN,-,0.04047,2542,23508,40,42,490042.0,4536496.0,31,29,64,560,1.055605,0
udp,CON,dns,0.001032,130,162,2,2,503876.0,627907.0,31,29,65,81,0.009,0
tcp,FIN,-,0.101019,4342,63412,74,72,339262.9063,4952098.0,31,29,59,881,1.378438,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,http,0.22224,900,27260,12,24,29697.625,940424.75,62,252,75,1136,20.203636,1
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,smtp,0.739164,31133,1908,40,22,328533.3125,19719.57617,62,252,778,87,18.952923,1
ospf,INT,-,17.781,5984,0,22,0,2569.934082,0.0,254,0,272,0,846.714313,1
udp,CON,dns,0.001034,146,178,2,2,564796.9375,688588.0625,31,29,73,89,0.009,0
udp,CON,-,0.001732,520,304,4,4,1801385.625,1053117.75,31,29,130,76,0.451333,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
udp,INT,-,3e-06,104,0,2,0,138666656.0,0.0,254,0,52,0,0.003,0
tcp,FIN,-,0.033678,7818,15180,122,126,1841914.625,3577409.75,31,29,64,120,0.282373,0
tcp,FIN,http,1.13789,1580,10168,12,18,10187.27637,67521.46875,31,29,132,565,103.332729,0
tcp,FIN,-,0.469413,608,268,10,6,9339.323242,3817.533691,254,252,61,45,47.488889,0
tcp,FIN,-,0.069754,2958,33044,48,50,332253.375,3714081.0,31,29,62,661,1.542756,0
tcp,FIN,-,1.031257,1070,724,12,8,7610.129883,4918.269531,254,252,89,91,85.93327,1
tcp,FIN,-,0.031983,4238,63516,72,74,1045555.5,15672827.0,31,29,59,858,0.458609,0
udp,CON,-,0.001913,528,304,4,4,1656037.625,953476.1875,31,29,132,76,0.519667,0
tcp,FIN,-,0.013789,2438,19266,38,40,1377329.75,10898542.0,31,29,64,482,0.364081,0
tcp,FIN,-,0.74431,980,832,12,10,9662.640625,8050.408691,254,252,82,83,64.822545,0
udp,CON,dns,0.001034,130,162,2,2,502901.375,626692.5,31,29,65,81,0.009,0
udp,CON,dns,0.001072,132,164,2,2,492537.3125,611940.3125,31,29,66,82,0.009,0
tcp,FIN,-,0.10599,4238,63516,72,74,315501.4688,4729352.0,31,29,59,858,1.509771,0
udp,CON,-,0.001579,520,304,4,4,1975934.125,1155161.5,31,29,130,76,0.4,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.708,0
udp,CON,dns,0.001106,146,178,2,2,528028.9375,643761.25,31,29,73,89,0.01,0
udp,INT,-,4e-06,104,0,2,0,104000000.0,0.0,254,0,52,0,0.004,0
tcp,FIN,-,0.007211,1920,4312,22,24,2033559.75,4585217.0,31,29,87,180,0.327619,0
udp,CON,dns,0.000983,132,164,2,2,537131.1875,667344.8125,31,29,66,82,0.014,0
tcp,FIN,-,2.83723,13454,548216,234,438,37774.87109,1542250.75,31,29,57,1252,12.228078,0
tcp,FIN,-,0.675403,3406,854,12,10,36991.25,9108.635742,254,252,284,85,61.349,1
udp,INT,-,8e-06,984,0,2,0,492000000.0,0.0,254,0,492,0,0.008,0
udp,CON,dns,0.001056,146,178,2,2,553030.3125,674242.4375,31,29,73,89,0.009,0
tcp,FIN,-,0.846385,68187,612,60,14,633763.5625,5378.166992,254,252,1136,44,14.345509,0
unas,INT,-,7e-06,200,0,2,0,114285712.0,0.0,254,0,100,0,0.007,1
udp,INT,-,1e-05,1066,0,2,0,426400000.0,0.0,254,0,533,0,0.01,0
udp,CON,-,0.004846,568,320,4,4,703260.375,396203.0313,31,29,142,80,1.227,0
tcp,FIN,ftp-data,0.007111,8928,320,14,6,9327521.0,300379.6875,31,29,638,53,0.592583,0
udp,CON,dns,0.001047,132,164,2,2,504297.9688,626552.0,31,29,66,82,0.01,0
udp,INT,dns,1e-05,114,0,2,0,45600000.0,0.0,254,0,57,0,0.01,1
udp,CON,dns,0.001024,130,162,2,2,507812.5,632812.5,31,29,65,81,0.008,0
tcp,FIN,-,0.992499,1530,642,16,12,11566.7627,4747.611816,254,252,96,54,66.101802,0
tcp,FIN,-,0.358645,4616,3080,28,30,99307.11719,66427.80469,31,29,165,103,13.271815,0
tcp,FIN,-,0.711557,13038,548216,226,438,145944.75,6149500.5,31,29,58,1252,3.161102,0
tcp,CON,-,0.686744,978,86,6,2,9494.077148,500.91449,62,252,163,43,137.3488,0
udp,CON,dns,0.001037,130,162,2,2,501446.5,624879.5,31,29,65,81,0.006,0
tcp,FIN,-,0.049861,2558,23162,40,42,400312.875,3627845.5,31,29,64,551,1.303947,0
tcp,FIN,http,1.294332,1124,268,10,6,6254.963867,1384.497925,254,252,112,45,143.696889,1
udp,CON,dns,0.001025,130,162,2,2,507317.0625,632195.125,31,29,65,81,0.008,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.105513,4966,75600,86,86,372200.5938,5665349.5,31,29,58,879,1.252405,0
tcp,FIN,http,0.585546,846,1394,10,8,10410.7959,16668.20313,62,252,85,174,6949.3529,0
tcp,FIN,-,0.00483,3744,2456,18,18,5856729.0,3842650.0,31,29,208,136,0.265588,0
udp,CON,dns,0.001048,146,178,2,2,557251.9375,679389.375,31,29,73,89,0.009,0
tcp,FIN,-,1.99286,564,354,10,8,2039.280273,1244.442627,254,252,56,44,217.109,1
tcp,FIN,-,0.634618,874,268,10,6,9920.928711,2823.746094,254,252,87,45,66.949556,0
tcp,CON,-,0.18208,986,86,6,2,36115.99219,1889.279419,62,252,164,43,36.416,0
tcp,FIN,-,0.370097,4480,2976,28,28,93380.92188,62037.78906,31,29,160,106,13.695815,0
tcp,FIN,-,0.025891,2958,33044,48,50,895137.3125,10006257.0,31,29,62,661,0.544213,0
udp,CON,dns,0.001002,146,178,2,2,582834.375,710578.875,31,29,73,89,0.01,0
tcp,FIN,-,0.005984,1958,2308,22,24,2498663.25,2957219.25,31,29,89,96,0.28255,0
udp,INT,dns,1e-06,114,0,2,0,456000000.0,0.0,254,0,57,0,0.001,1
tcp,FIN,ftp-data,0.008264,424,8824,8,12,359148.125,7830591.0,31,29,53,735,1.136286,0
tcp,FIN,-,0.005303,1470,1728,22,14,2118046.25,2421271.0,31,29,67,123,0.252524,0
tcp,FIN,-,0.015862,2974,30506,48,50,1469171.625,15078049.0,31,29,62,610,0.330787,0
udp,CON,dns,0.001016,146,178,2,2,574803.125,700787.375,31,29,73,89,0.004,0
udp,CON,-,0.004788,568,320,4,4,711779.4375,401002.5,31,29,142,80,1.230667,0
udp,INT,-,9e-06,290,0,2,0,128888888.0,0.0,254,0,145,0,0.009,0
udp,INT,-,1e-05,1064,0,2,0,425600000.0,0.0,254,0,532,0,0.01,1
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
udp,CON,dns,0.001052,146,178,2,2,555133.0625,676806.125,31,29,73,89,0.008,0
tcp,FIN,-,1.078886,7818,15180,122,126,57496.33984,111670.7422,31,29,64,120,8.913322,0
tcp,FIN,-,0.109833,3926,57474,66,68,281663.9688,4124734.75,31,29,59,845,1.684708,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,http,0.193771,1130,268,10,6,41987.70703,9248.029297,254,252,113,45,19.922667,1
tcp,FIN,http,1.19316,1580,10168,12,18,9715.376953,64393.70703,31,29,132,565,108.437179,0
ospf,REQ,-,58.062927,5616,0,52,0,758.900757,0.0,254,0,108,0,1170.50325,1
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
udp,CON,-,0.115129,528,304,4,4,27516.95898,15843.09766,31,29,132,76,6.673333,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
udp,INT,dns,7e-06,114,0,2,0,65142856.0,0.0,254,0,57,0,0.007,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.684,0
tcp,FIN,ftp,0.916855,2934,3742,52,54,25111.93164,32048.68945,31,29,56,69,17.971039,0
tcp,FIN,-,0.008977,2054,2478,22,24,1747577.25,2116520.0,31,29,93,103,0.411333,0
tcp,FIN,-,0.018075,1540,1644,16,18,639114.8125,687358.1875,31,29,96,91,1.184333,0
unas,INT,-,5e-06,200,0,2,0,160000000.0,0.0,254,0,100,0,0.005,1
tcp,FIN,ftp,1.561999,1214,870,14,12,5777.212402,4087.070557,254,252,87,73,114.139002,1
udp,CON,dns,0.001095,146,178,2,2,533333.375,650228.3125,31,29,73,89,0.007,0
udp,CON,dns,0.001019,146,178,2,2,573110.9375,698724.25,31,29,73,89,0.008,0
tcp,FIN,-,0.576247,898,268,10,6,11231.29492,3109.777588,254,252,90,45,60.424556,0
udp,CON,dns,0.001059,146,178,2,2,551463.625,672332.375,31,29,73,89,0.008,0
tcp,FIN,-,0.561581,5048,3080,28,30,69347.07031,42423.08594,31,29,180,103,20.770259,0
tcp,FIN,ssh,0.007031,3728,5474,32,24,4109799.25,5968994.5,31,29,117,228,0.234367,0
tcp,FIN,-,0.016603,2974,30506,48,50,1403601.75,14405107.0,31,29,62,610,0.353935,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,-,0.011948,2438,19162,38,38,1589554.75,12492802.0,31,29,64,504,0.313784,0
udp,INT,dns,6e-06,114,0,2,0,76000000.0,0.0,254,0,57,0,0.006,1
tcp,FIN,-,0.005558,3744,2456,18,18,5089600.5,3339330.75,31,29,208,136,0.308647,0
ifmp,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
tcp,FIN,-,0.475608,546,268,10,6,8275.722656,3767.808838,254,252,55,45,51.310111,0
tcp,FIN,-,0.604435,2516,268,10,6,29978.4082,2964.752197,254,252,252,45,65.177889,1
udp,INT,dns,7e-06,114,0,2,0,65142856.0,0.0,254,0,57,0,0.007,1
tcp,FIN,ftp-data,0.002754,320,1910,6,8,775599.125,4856935.5,31,29,53,239,0.4876,0
tcp,FIN,-,1.325375,2516,354,10,8,13671.60254,1871.168579,254,252,252,44,136.697889,0
tcp,FIN,ssh,0.899513,12648,13306,126,126,111598.1641,117405.75,31,29,100,106,7.313114,0
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
tcp,FIN,http,1.181906,1684,10168,14,18,10586.29004,65006.86328,31,29,120,565,90.886079,0
tcp,FIN,http,0.281343,852,268,10,6,21809.67578,6369.449219,254,252,85,45,31.260333,0
udp,CON,dns,0.001063,146,178,2,2,549388.5625,669802.5,31,29,73,89,0.009,0
tcp,FIN,-,0.484795,1972,354,10,8,29290.73047,5115.564453,254,252,197,44,51.989889,1
udp,INT,-,8e-06,104,0,2,0,52000000.0,0.0,254,0,52,0,0.008,0
udp,CON,-,0.001816,520,304,4,4,1718061.75,1004405.313,31,29,130,76,0.460667,0
tcp,FIN,-,0.348292,696,268,10,6,14401.70898,5145.108398,254,252,70,45,38.699111,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,ftp,2.506532,572,768,12,14,1675.621948,2278.845947,254,252,48,55,227.866543,1
tcp,FIN,-,4.882824,13870,548216,242,438,22631.16602,896145.375,31,29,57,1252,20.25934,0
tcp,FIN,-,2.916884,7820,15306,122,126,21272.01563,41647.18359,31,29,64,121,24.103513,0
tcp,FIN,-,0.04874,4966,75600,86,86,805744.75,12264424.0,31,29,58,879,0.5692,0
tcp,FIN,-,0.005242,2062,2308,24,24,3017169.0,3375810.75,31,29,86,96,0.213565,0
tcp,FIN,-,0.028521,2958,32642,48,50,812594.25,8973038.0,31,29,62,653,0.612848,0
tcp,FIN,-,0.02661,2974,30506,48,50,875761.0,8987899.0,31,29,62,610,0.571652,0
udp,CON,dns,0.001068,146,178,2,2,546816.5,666666.6875,31,29,73,89,0.005,0
tcp,FIN,ftp-data,1.175536,364,4156,8,10,2170.924561,25459.02344,62,252,46,416,167.798714,1
tcp,FIN,http,14.850768,19098,1087890,358,746,10259.40234,585252.9375,31,29,53,1458,41.714768,0
tcp,FIN,-,0.012485,2438,19266,38,40,1521185.375,12036844.0,31,29,64,482,0.347914,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,-,0.031069,2974,30506,48,50,750072.4375,7697963.0,31,29,62,610,0.653894,0
tcp,FIN,-,0.023593,2646,23508,42,42,875853.0625,7781630.5,31,29,63,560,0.567268,0
tcp,REQ,-,8e-06,90,0,2,0,45000000.0,0.0,254,0,45,0,0.008,0
tcp,FIN,-,0.752533,564,354,10,8,5400.427246,3295.536377,254,252,56,44,82.145333,1
tcp,FIN,-,0.036002,3926,57474,66,68,859285.625,12583524.0,31,29,59,845,0.556609,0
udp,INT,-,2e-06,944,0,2,0,1888000000.0,0.0,254,0,472,0,0.002,1
tcp,FIN,http,1.021662,1684,10168,14,18,12246.71191,75202.95313,31,29,120,565,78.562846,0
tcp,FIN,ftp,1.740358,842,682,16,12,3631.436768,2877.568848,254,252,53,57,115.957797,0
tcp,FIN,-,1.157015,534,354,10,8,3325.799561,2143.446777,254,252,53,44,128.557222,0
tcp,FIN,smtp,0.371888,37914,3380,54,42,800499.0625,70989.10938,31,29,702,80,7.010283,0
tcp,FIN,-,1.314385,2516,354,10,8,13785.91406,1886.813965,254,252,252,44,133.731111,0
tcp,FIN,-,0.034646,4550,72810,78,80,1037233.688,16602205.0,31,29,58,910,0.445675,0
udp,CON,dns,0.001199,146,178,2,2,487072.5313,593828.1875,31,29,73,89,0.001,0
udp,INT,dns,2e-06,114,0,2,0,228000000.0,0.0,254,0,57,0,0.002,1
tcp,FIN,-,0.665349,564,354,10,8,6108.072754,3727.367188,254,252,56,44,73.927667,1
tcp,FIN,smtp,0.02442,37938,3380,54,42,12198525.0,1081081.0,31,29,703,80,0.454434,0
tcp,FIN,-,0.89319,534,354,10,8,4308.153809,2776.564697,254,252,53,44,94.900111,0
tcp,FIN,-,4.128574,24744,1094788,440,858,47838.30859,2118916.75,31,29,56,1276,9.425217,0
tcp,FIN,-,0.814908,7818,15180,122,126,76121.47656,147844.9063,31,29,64,120,6.845042,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.038999,3806,51704,64,64,768635.125,10440678.0,31,29,59,808,0.622952,0
tcp,FIN,ftp-data,0.090501,320,1910,6,8,23601.94922,147799.4688,31,29,53,239,18.0388,0
udp,CON,dns,0.001089,146,178,2,2,536271.8125,653810.8125,31,29,73,89,0.01,0
tcp,FIN,http,2.151374,1540,10422,14,18,5317.531738,36601.72266,62,252,110,579,165.418534,1
tcp,FIN,-,0.382447,4536,3080,28,30,91495.03125,62293.59766,31,29,162,103,14.153259,0
tcp,FIN,ssh,0.010699,5928,8010,62,58,4361529.0,5886157.5,31,29,96,138,0.175393,0
udp,CON,dns,0.00106,146,178,2,2,550943.375,671698.0625,31,29,73,89,0.009,0
tcp,FIN,ftp-data,0.002876,320,1838,6,8,742698.1875,4475660.5,31,29,53,230,0.5136,0
tcp,FIN,ftp,0.706912,824,682,12,12,8555.520508,7084.333008,254,252,69,57,64.264724,0
tcp,FIN,-,1.22038,5154,754,14,8,31373.83594,4326.521484,254,252,368,94,90.266385,0
sctp,INT,-,4e-06,640,0,2,0,640000000.0,0.0,254,0,320,0,0.004,1
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,CON,-,0.12974,986,86,6,2,50685.98828,2651.456787,62,252,164,43,25.948,0
tcp,FIN,-,0.04988,2558,23162,40,42,400160.375,3626463.5,31,29,64,551,1.27059,0
tcp,FIN,-,0.046623,3598,48814,60,64,607253.9375,8245201.0,31,29,60,763,0.784678,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
udp,CON,dns,0.001143,146,178,2,2,510936.1563,622922.125,31,29,73,89,0.009,0
udp,INT,dns,7e-06,114,0,2,0,65142856.0,0.0,254,0,57,0,0.007,1
sccopmce,INT,-,7e-06,200,0,2,0,114285712.0,0.0,254,0,100,0,0.007,1
udp,INT,dns,7e-06,114,0,2,0,65142856.0,0.0,254,0,57,0,0.007,1
tcp,FIN,-,0.029896,3926,57474,66,68,1034787.25,15153599.0,31,29,59,845,0.477065,0
tcp,FIN,-,0.116917,4030,57474,68,68,271714.125,3874817.25,31,29,59,845,1.793969,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.35803,4480,3080,28,30,96528.22656,66541.91406,31,29,160,103,13.24837,0
tcp,FIN,-,0.343879,1540,1644,16,18,33593.21094,36128.98438,31,29,96,91,22.904533,0
tcp,FIN,ssh,0.017773,9400,12298,106,114,4191526.25,5487424.5,31,29,89,108,0.167625,0
udp,INT,-,9e-06,104,0,2,0,46222220.0,0.0,254,0,52,0,0.009,0
tcp,FIN,smtp,0.444947,37808,3484,54,44,667189.5625,61220.77344,31,29,700,79,8.388321,0
tcp,FIN,-,0.02389,3614,50036,60,62,1190121.375,16485224.0,31,29,60,807,0.399407,0
tcp,FIN,-,0.012672,2438,18508,38,40,1498737.375,11392677.0,31,29,64,463,0.334162,0
tcp,FIN,-,0.067858,2958,32642,48,50,341536.7188,3771404.75,31,29,62,653,1.46863,0
tcp,FIN,http,0.004048,1052,824,8,10,1820158.0,1466403.125,31,29,132,82,0.520286,0
tcp,FIN,http,2.229749,2770,138524,30,106,9608.256836,492317.3125,62,252,92,1307,76.887898,1
udp,CON,dns,0.000992,146,178,2,2,588709.6875,717741.9375,31,29,73,89,0.001,0
udp,CON,dns,0.000899,130,162,2,2,578420.5,720800.9375,31,29,65,81,0.003,0
tcp,FIN,ftp,0.80821,17352,768,22,14,163957.3906,7067.469727,254,252,789,55,38.486191,0
udp,CON,-,0.036067,528,304,4,4,87836.52344,50572.54297,31,29,132,76,6.999,0
tcp,FIN,-,1.438395,4550,72810,78,80,24983.40039,399890.1563,31,29,58,910,18.675571,0
tcp,FIN,-,0.029872,4222,64070,72,74,1115158.0,16926888.0,31,29,59,866,0.4223,0
